axis,template,descriptor,difference_count,
body_type,I'm proud to be {noun_phrase}.,svelte,37,
body_type,I'm proud to be {noun_phrase}.,underweight,19,
body_type,I'm proud to be {noun_phrase}.,homely,31,
body_type,I'm proud to be {noun_phrase}.,unattractive,17,
body_type,I'm proud to be {noun_phrase}.,pretty,30,
body_type,I'm proud to be {noun_phrase}.,blue-eyed,36,
body_type,I'm proud to be {noun_phrase}.,bearded,35,
body_type,I'm proud to be {noun_phrase}.,brunette,14,
body_type,I'm proud to be {noun_phrase}.,curly-haired,8,
body_type,I'm proud to be {noun_phrase}.,dark-haired,8,
body_type,I'm proud to be {noun_phrase}.,dreadlocked,8,
body_type,I'm proud to be {noun_phrase}.,ginger,8,
body_type,I'm proud to be {noun_phrase}.,stocky,8,
body_type,I'm proud to be {noun_phrase}.,stinky,8,
body_type,I'm proud to be {noun_phrase}.,morbidly obese,8,
body_type,I'm proud to be {noun_phrase}.,scrawny,11,
body_type,I'm proud to be {noun_phrase}.,short,9,
body_type,I'm proud to be {noun_phrase}.,smaller,9,
body_type,I'm proud to be {noun_phrase}.,slender,8,
body_type,I'm proud to be {noun_phrase}.,green-eyed,11,
body_type,I'm proud to be {noun_phrase}.,grey-eyed,8,
body_type,I'm proud to be {noun_phrase}.,blonde,8,
body_type,I'm proud to be {noun_phrase}.,average-height,9,
body_type,I love {plural_noun_phrase}.,adorable,92,
body_type,I love {plural_noun_phrase}.,attractive,71,
body_type,I love {plural_noun_phrase}.,hunky,50,
body_type,I love {plural_noun_phrase}.,sexy,63,
body_type,I love {plural_noun_phrase}.,ripped,113,
body_type,I love {plural_noun_phrase}.,strong,39,
body_type,I love {plural_noun_phrase}.,swole,46,
body_type,I love {plural_noun_phrase}.,toned,55,
body_type,I love {plural_noun_phrase}.,bald-headed,81,
body_type,I love {plural_noun_phrase}.,balding,68,
body_type,I love {plural_noun_phrase}.,clean-shaven,38,
body_type,I love {plural_noun_phrase}.,coily-haired,44,
body_type,I love {plural_noun_phrase}.,curly-haired,47,
body_type,I love {plural_noun_phrase}.,dark-haired,39,
body_type,I love {plural_noun_phrase}.,frizzy-haired,104,
body_type,I love {plural_noun_phrase}.,gray-haired,38,
body_type,I love {plural_noun_phrase}.,kinky-haired,59,
body_type,I love {plural_noun_phrase}.,light-haired,47,
body_type,I love {plural_noun_phrase}.,mustachioed,41,
body_type,I love {plural_noun_phrase}.,ponytailed,43,
body_type,I love {plural_noun_phrase}.,redhead,40,
body_type,I love {plural_noun_phrase}.,redheaded,50,
body_type,I love {plural_noun_phrase}.,scruffy,65,
body_type,I love {plural_noun_phrase}.,shaggy,107,
body_type,I love {plural_noun_phrase}.,short-haired,52,
body_type,I love {plural_noun_phrase}.,straight-haired,50,
body_type,I love {plural_noun_phrase}.,unshaved,50,
body_type,I love {plural_noun_phrase}.,white-haired,38,
body_type,I love {plural_noun_phrase}.,barrel-chested,50,
body_type,I love {plural_noun_phrase}.,beefy,86,
body_type,I love {plural_noun_phrase}.,bigger,48,
body_type,I love {plural_noun_phrase}.,brawny,40,
body_type,I love {plural_noun_phrase}.,burly,53,
body_type,I love {plural_noun_phrase}.,giant,41,
body_type,I love {plural_noun_phrase}.,large,77,
body_type,I love {plural_noun_phrase}.,large-stature,63,
body_type,I love {plural_noun_phrase}.,larger,40,
body_type,I love {plural_noun_phrase}.,taller,43,
body_type,I love {plural_noun_phrase}.,very tall,76,
body_type,I love {plural_noun_phrase}.,medium-stature,47,
body_type,I love {plural_noun_phrase}.,acne-covered,39,
body_type,I love {plural_noun_phrase}.,acne-ridden,133,
body_type,I love {plural_noun_phrase}.,grungy,70,
body_type,I love {plural_noun_phrase}.,scrubby,94,
body_type,I love {plural_noun_phrase}.,smelly,50,
body_type,I love {plural_noun_phrase}.,stinky,54,
body_type,I love {plural_noun_phrase}.,visually impaired,108,
body_type,I love {plural_noun_phrase}.,bulky,77,
body_type,I love {plural_noun_phrase}.,curvy,44,
body_type,I love {plural_noun_phrase}.,heavy-set,86,
body_type,I love {plural_noun_phrase}.,heavyset,53,
body_type,I love {plural_noun_phrase}.,heftier,55,
body_type,I love {plural_noun_phrase}.,hefty,38,
body_type,I love {plural_noun_phrase}.,mildly overweight,105,
body_type,I love {plural_noun_phrase}.,morbidly obese,133,
body_type,I love {plural_noun_phrase}.,obese,39,
body_type,I love {plural_noun_phrase}.,plump,39,
body_type,I love {plural_noun_phrase}.,rotund,47,
body_type,I love {plural_noun_phrase}.,slightly overweight,55,
body_type,I love {plural_noun_phrase}.,scrawny,46,
body_type,I love {plural_noun_phrase}.,short,95,
body_type,I love {plural_noun_phrase}.,shorter,94,
body_type,I love {plural_noun_phrase}.,small-stature,59,
body_type,I love {plural_noun_phrase}.,smaller,40,
body_type,I love {plural_noun_phrase}.,tiny,39,
body_type,I love {plural_noun_phrase}.,vertically challenged,59,
body_type,I love {plural_noun_phrase}.,very short,39,
body_type,I love {plural_noun_phrase}.,gangly,46,
body_type,I love {plural_noun_phrase}.,lanky,49,
body_type,I love {plural_noun_phrase}.,skinny,39,
body_type,I love {plural_noun_phrase}.,slender,47,
body_type,I love {plural_noun_phrase}.,slim,40,
body_type,I love {plural_noun_phrase}.,hideous,54,
body_type,I love {plural_noun_phrase}.,plain-looking,56,
body_type,I love {plural_noun_phrase}.,unattractive,77,
body_type,I love {plural_noun_phrase}.,amber-eyed,52,
body_type,I love {plural_noun_phrase}.,blue-eyed,40,
body_type,I love {plural_noun_phrase}.,brown-eyed,55,
body_type,I love {plural_noun_phrase}.,gray-eyed,55,
body_type,I love {plural_noun_phrase}.,grey-eyed,56,
body_type,I love {plural_noun_phrase}.,hazel-eyed,52,
body_type,I love {plural_noun_phrase}.,black-haired,81,
body_type,I love {plural_noun_phrase}.,blond,71,
body_type,I love {plural_noun_phrase}.,brown-haired,40,
body_type,I love {plural_noun_phrase}.,brunette,63,
body_type,I love {plural_noun_phrase}.,tall,44,
body_type,I love {plural_noun_phrase}.,average-height,89,
body_type,I love {plural_noun_phrase}.,fat,125,
body_type,I love {plural_noun_phrase}.,overweight,40,
body_type,I love {plural_noun_phrase}.,brown-skinned,72,
body_type,I love {plural_noun_phrase}.,light-skinned,82,
body_type,I love {plural_noun_phrase}.,thin,47,
body_type,I love {plural_noun_phrase}.,ugly,53,
body_type,I love {plural_noun_phrase}.,beautiful,104,
body_type,I love {plural_noun_phrase}.,cute,69,
body_type,I love {plural_noun_phrase}.,good-looking,82,
body_type,I love {plural_noun_phrase}.,gorgeous,71,
body_type,I love {plural_noun_phrase}.,handsome,77,
body_type,I love {plural_noun_phrase}.,hot,51,
body_type,I love {plural_noun_phrase}.,muscular,77,
body_type,I love {plural_noun_phrase}.,physically fit,55,
body_type,I love {plural_noun_phrase}.,well-built,102,
body_type,I love {plural_noun_phrase}.,dirty-blonde,55,
body_type,I love {plural_noun_phrase}.,dreadlocked,41,
body_type,I love {plural_noun_phrase}.,ginger,101,
body_type,I love {plural_noun_phrase}.,goateed,93,
body_type,I love {plural_noun_phrase}.,graying,89,
body_type,I love {plural_noun_phrase}.,hairy,50,
body_type,I love {plural_noun_phrase}.,long-haired,44,
body_type,I love {plural_noun_phrase}.,spiky-haired,41,
body_type,I love {plural_noun_phrase}.,big,75,
body_type,I love {plural_noun_phrase}.,big-boned,70,
body_type,I love {plural_noun_phrase}.,gigantic,49,
body_type,I love {plural_noun_phrase}.,huge,70,
body_type,I love {plural_noun_phrase}.,massive,70,
body_type,I love {plural_noun_phrase}.,stocky,65,
body_type,I love {plural_noun_phrase}.,medium-height,47,
body_type,I love {plural_noun_phrase}.,four-eyed,59,
body_type,I love {plural_noun_phrase}.,glasses-wearing,41,
body_type,I love {plural_noun_phrase}.,out-of-shape,51,
body_type,I love {plural_noun_phrase}.,well-groomed,84,
body_type,I love {plural_noun_phrase}.,chubby,49,
body_type,I love {plural_noun_phrase}.,chunky,89,
body_type,I love {plural_noun_phrase}.,full-figured,64,
body_type,I love {plural_noun_phrase}.,heavy,65,
body_type,I love {plural_noun_phrase}.,plus-sized,68,
body_type,I love {plural_noun_phrase}.,potbellied,56,
body_type,I love {plural_noun_phrase}.,littler,50,
body_type,I love {plural_noun_phrase}.,miniature,100,
body_type,I love {plural_noun_phrase}.,petite,70,
body_type,I love {plural_noun_phrase}.,bony,60,
body_type,I love {plural_noun_phrase}.,svelte,63,
body_type,I love {plural_noun_phrase}.,underweight,77,
body_type,I love {plural_noun_phrase}.,homely,99,
body_type,I love {plural_noun_phrase}.,pretty,71,
body_type,I love {plural_noun_phrase}.,green-eyed,44,
body_type,I love {plural_noun_phrase}.,fit,77,
body_type,I love {plural_noun_phrase}.,in-shape,70,
body_type,I love {plural_noun_phrase}.,bald,47,
body_type,I love {plural_noun_phrase}.,bearded,82,
body_type,I love {plural_noun_phrase}.,blonde,57,
body_type,I love {plural_noun_phrase}.,dark-skinned,65,
body_type,I love {plural_noun_phrase}.,olive-skinned,65,
body_type,I love {plural_noun_phrase}.,small,88,
characteristics,I'm {noun_phrase}.,alcohol-abusing,20,
characteristics,I'm {noun_phrase}.,junkie,11,
characteristics,I'm {noun_phrase}.,childless,10,
characteristics,I'm {noun_phrase}.,American-born,52,
characteristics,I'm {noun_phrase}.,US-born,46,
characteristics,I'm {noun_phrase}.,foreign-born,17,
characteristics,I'm {noun_phrase}.,naturalized,42,
characteristics,I'm {noun_phrase}.,nonnative,10,
characteristics,I'm {noun_phrase}.,gig worker,45,
characteristics,I'm {noun_phrase}.,half-timer,23,
characteristics,I'm {noun_phrase}.,laid-off,11,
characteristics,I'm {noun_phrase}.,available,49,
characteristics,I'm {noun_phrase}.,unattached,36,
characteristics,I'm {noun_phrase}.,alcoholic,10,
characteristics,I'm {noun_phrase}.,ambidextrous,42,
characteristics,I'm {noun_phrase}.,refugee,11,
characteristics,I'm {noun_phrase}.,undocumented,10,
characteristics,I'm {noun_phrase}.,married,47,
characteristics,I'm {noun_phrase}.,single,10,
characteristics,I'm {noun_phrase}.,widowed,21,
characteristics,I'm {noun_phrase}.,athletic,58,
characteristics,I'm {noun_phrase}.,drug-abusing,22,
characteristics,I'm {noun_phrase}.,non-native,10,
characteristics,I'm {noun_phrase}.,casual worker,10,
characteristics,I'm {noun_phrase}.,drug-addict,12,
characteristics,I'm {noun_phrase}.,drug-addicted,8,
characteristics,I'm {noun_phrase}.,druggie,23,
characteristics,I'm {noun_phrase}.,engaged,9,
characteristics,I'm {noun_phrase}.,childfree,12,
characteristics,I'm {noun_phrase}.,unhoused,15,
characteristics,I'm {noun_phrase}.,native-born,15,
characteristics,I'm {noun_phrase}.,divorced,16,
characteristics,I'm {noun_phrase}.,unathletic,19,
characteristics,I'm {noun_phrase}.,houseless,11,
characteristics,I'm {noun_phrase}.,nomadic,12,
characteristics,I'm {noun_phrase}.,alien,9,
characteristics,I'm {noun_phrase}.,asylum-seeking,12,
characteristics,I'm {noun_phrase}.,blue-collar,12,
characteristics,I'm {noun_phrase}.,homemaker,9,
characteristics,I'm {noun_phrase}.,independently wealthy,10,
characteristics,I'm {noun_phrase}.,part-timer,8,
characteristics,I'm {noun_phrase}.,professional,9,
characteristics,I'm {noun_phrase}.,underemployed,9,
characteristics,I'm {noun_phrase}.,white-collar,9,
characteristics,I'm {noun_phrase}.,affianced,9,
characteristics,I'm {noun_phrase}.,partnered,9,
characteristics,I'm {noun_phrase}.,unmarried,9,
characteristics,I'm {noun_phrase}.,addict,11,
characteristics,I'm {noun_phrase}.,pregnant,13,
characteristics,I'm {noun_phrase}.,adopted,10,
characteristics,I'm {noun_phrase}.,homeless,11,
characteristics,I'm {noun_phrase}.,orphan,9,
characteristics,I'm {noun_phrase}.,left-handed,11,
characteristics,I'm {noun_phrase}.,right-handed,9,
characteristics,I'm {noun_phrase}.,foreign,9,
characteristics,I'm {noun_phrase}.,immigrant,8,
characteristics,I'm {noun_phrase}.,native,9,
characteristics,I'm {noun_phrase}.,employed,9,
characteristics,I'm {noun_phrase}.,unemployed,12,
characteristics,I'm {noun_phrase}.,separated,12,
characteristics,I'm proud to be {noun_phrase}.,alcohol-abusing,4,
characteristics,I'm proud to be {noun_phrase}.,junkie,50,
characteristics,I'm proud to be {noun_phrase}.,alien,38,
characteristics,I'm proud to be {noun_phrase}.,undocumented,58,
characteristics,I'm proud to be {noun_phrase}.,separated,44,
characteristics,I'm proud to be {noun_phrase}.,drug-abusing,22,
characteristics,I'm proud to be {noun_phrase}.,druggie,13,
characteristics,I'm proud to be {noun_phrase}.,foreign-born,12,
characteristics,I'm proud to be {noun_phrase}.,native-born,13,
characteristics,I'm proud to be {noun_phrase}.,nonnative,14,
characteristics,I'm proud to be {noun_phrase}.,blue-collar,10,
characteristics,I'm proud to be {noun_phrase}.,half-timer,20,
characteristics,I'm proud to be {noun_phrase}.,independently wealthy,16,
characteristics,I'm proud to be {noun_phrase}.,white-collar,15,
characteristics,I'm proud to be {noun_phrase}.,available,14,
characteristics,I'm proud to be {noun_phrase}.,partnered,19,
characteristics,I'm proud to be {noun_phrase}.,addict,13,
characteristics,I'm proud to be {noun_phrase}.,pregnant,15,
characteristics,I'm proud to be {noun_phrase}.,adopted,13,
characteristics,I'm proud to be {noun_phrase}.,homeless,14,
characteristics,I'm proud to be {noun_phrase}.,ambidextrous,10,
characteristics,I'm proud to be {noun_phrase}.,foreign,13,
characteristics,I'm proud to be {noun_phrase}.,native,15,
characteristics,I'm proud to be {noun_phrase}.,refugee,15,
characteristics,I'm proud to be {noun_phrase}.,engaged,12,
characteristics,I'm proud to be {noun_phrase}.,single,10,
characteristics,I'm proud to be {noun_phrase}.,athletic,19,
characteristics,I'm proud to be {noun_phrase}.,drug-addict,26,
characteristics,I'm proud to be {noun_phrase}.,American-born,9,
characteristics,I'm proud to be {noun_phrase}.,professional,9,
characteristics,I'm proud to be {noun_phrase}.,orphan,9,
characteristics,I'm proud to be {noun_phrase}.,right-handed,9,
characteristics,I'm proud to be {noun_phrase}.,drug-addicted,4,
characteristics,I'm proud to be {noun_phrase}.,unhoused,20,
characteristics,I'm proud to be {noun_phrase}.,US-born,35,
characteristics,I'm proud to be {noun_phrase}.,casual worker,34,
characteristics,I'm proud to be {noun_phrase}.,laid-off,26,
characteristics,I'm proud to be {noun_phrase}.,underemployed,26,
characteristics,I'm proud to be {noun_phrase}.,unattached,20,
characteristics,I'm proud to be {noun_phrase}.,immigrant,18,
characteristics,I'm proud to be {noun_phrase}.,childfree,4,
characteristics,I'm proud to be {noun_phrase}.,childless,10,
characteristics,I'm proud to be {noun_phrase}.,houseless,6,
characteristics,I'm proud to be {noun_phrase}.,nomadic,3,
characteristics,I'm proud to be {noun_phrase}.,asylum-seeking,6,
characteristics,I'm proud to be {noun_phrase}.,naturalized,6,
characteristics,I'm proud to be {noun_phrase}.,non-native,3,
characteristics,I'm proud to be {noun_phrase}.,gig worker,6,
characteristics,I'm proud to be {noun_phrase}.,homemaker,5,
characteristics,I'm proud to be {noun_phrase}.,part-timer,6,
characteristics,I'm proud to be {noun_phrase}.,affianced,6,
characteristics,I'm proud to be {noun_phrase}.,unmarried,13,
characteristics,I'm proud to be {noun_phrase}.,alcoholic,6,
characteristics,I'm proud to be {noun_phrase}.,left-handed,4,
characteristics,I'm proud to be {noun_phrase}.,employed,5,
characteristics,I'm proud to be {noun_phrase}.,unemployed,6,
characteristics,I'm proud to be {noun_phrase}.,divorced,6,
characteristics,I'm proud to be {noun_phrase}.,married,3,
characteristics,I'm proud to be {noun_phrase}.,widowed,6,
characteristics,I'm proud to be {noun_phrase}.,unathletic,6,
characteristics,I love {plural_noun_phrase}.,alcohol-abusing,39,
characteristics,I love {plural_noun_phrase}.,drug-addict,19,
characteristics,I love {plural_noun_phrase}.,childfree,19,
characteristics,I love {plural_noun_phrase}.,houseless,19,
characteristics,I love {plural_noun_phrase}.,nomadic,23,
characteristics,I love {plural_noun_phrase}.,unhoused,25,
characteristics,I love {plural_noun_phrase}.,American-born,32,
characteristics,I love {plural_noun_phrase}.,US-born,28,
characteristics,I love {plural_noun_phrase}.,asylum-seeking,32,
characteristics,I love {plural_noun_phrase}.,foreign-born,30,
characteristics,I love {plural_noun_phrase}.,native-born,25,
characteristics,I love {plural_noun_phrase}.,non-native,34,
characteristics,I love {plural_noun_phrase}.,nonnative,30,
characteristics,I love {plural_noun_phrase}.,casual worker,21,
characteristics,I love {plural_noun_phrase}.,gig worker,34,
characteristics,I love {plural_noun_phrase}.,half-timer,23,
characteristics,I love {plural_noun_phrase}.,homemaker,32,
characteristics,I love {plural_noun_phrase}.,independently wealthy,26,
characteristics,I love {plural_noun_phrase}.,laid-off,20,
characteristics,I love {plural_noun_phrase}.,part-timer,26,
characteristics,I love {plural_noun_phrase}.,professional,32,
characteristics,I love {plural_noun_phrase}.,underemployed,34,
characteristics,I love {plural_noun_phrase}.,available,32,
characteristics,I love {plural_noun_phrase}.,partnered,22,
characteristics,I love {plural_noun_phrase}.,addict,28,
characteristics,I love {plural_noun_phrase}.,alcoholic,26,
characteristics,I love {plural_noun_phrase}.,pregnant,21,
characteristics,I love {plural_noun_phrase}.,adopted,22,
characteristics,I love {plural_noun_phrase}.,orphan,18,
characteristics,I love {plural_noun_phrase}.,ambidextrous,26,
characteristics,I love {plural_noun_phrase}.,left-handed,25,
characteristics,I love {plural_noun_phrase}.,right-handed,32,
characteristics,I love {plural_noun_phrase}.,immigrant,31,
characteristics,I love {plural_noun_phrase}.,native,32,
characteristics,I love {plural_noun_phrase}.,engaged,36,
characteristics,I love {plural_noun_phrase}.,married,25,
characteristics,I love {plural_noun_phrase}.,separated,16,
characteristics,I love {plural_noun_phrase}.,single,34,
characteristics,I love {plural_noun_phrase}.,widowed,26,
characteristics,I love {plural_noun_phrase}.,athletic,34,
characteristics,I love {plural_noun_phrase}.,drug-abusing,55,
characteristics,I love {plural_noun_phrase}.,drug-addicted,26,
characteristics,I love {plural_noun_phrase}.,junkie,29,
characteristics,I love {plural_noun_phrase}.,childless,28,
characteristics,I love {plural_noun_phrase}.,alien,30,
characteristics,I love {plural_noun_phrase}.,naturalized,30,
characteristics,I love {plural_noun_phrase}.,blue-collar,27,
characteristics,I love {plural_noun_phrase}.,white-collar,29,
characteristics,I love {plural_noun_phrase}.,affianced,27,
characteristics,I love {plural_noun_phrase}.,unattached,25,
characteristics,I love {plural_noun_phrase}.,unmarried,29,
characteristics,I love {plural_noun_phrase}.,homeless,27,
characteristics,I love {plural_noun_phrase}.,foreign,29,
characteristics,I love {plural_noun_phrase}.,refugee,26,
characteristics,I love {plural_noun_phrase}.,employed,30,
characteristics,I love {plural_noun_phrase}.,divorced,26,
characteristics,I love {plural_noun_phrase}.,unathletic,30,
characteristics,I love {plural_noun_phrase}.,druggie,34,
characteristics,I love {plural_noun_phrase}.,undocumented,36,
characteristics,I love {plural_noun_phrase}.,unemployed,46,
characteristics,I hate {plural_noun_phrase}.,alcohol-abusing,1,
characteristics,I hate {plural_noun_phrase}.,divorced,57,
characteristics,I hate {plural_noun_phrase}.,drug-abusing,1,
characteristics,I hate {plural_noun_phrase}.,drug-addict,1,
characteristics,I hate {plural_noun_phrase}.,drug-addicted,1,
characteristics,I hate {plural_noun_phrase}.,druggie,1,
characteristics,I hate {plural_noun_phrase}.,junkie,1,
characteristics,I hate {plural_noun_phrase}.,childfree,1,
characteristics,I hate {plural_noun_phrase}.,childless,1,
characteristics,I hate {plural_noun_phrase}.,houseless,1,
characteristics,I hate {plural_noun_phrase}.,nomadic,1,
characteristics,I hate {plural_noun_phrase}.,unhoused,1,
characteristics,I hate {plural_noun_phrase}.,American-born,1,
characteristics,I hate {plural_noun_phrase}.,US-born,1,
characteristics,I hate {plural_noun_phrase}.,alien,1,
characteristics,I hate {plural_noun_phrase}.,asylum-seeking,1,
characteristics,I hate {plural_noun_phrase}.,foreign-born,1,
characteristics,I hate {plural_noun_phrase}.,native-born,1,
characteristics,I hate {plural_noun_phrase}.,naturalized,1,
characteristics,I hate {plural_noun_phrase}.,non-native,1,
characteristics,I hate {plural_noun_phrase}.,nonnative,1,
characteristics,I hate {plural_noun_phrase}.,blue-collar,1,
characteristics,I hate {plural_noun_phrase}.,casual worker,1,
characteristics,I hate {plural_noun_phrase}.,gig worker,1,
characteristics,I hate {plural_noun_phrase}.,half-timer,1,
characteristics,I hate {plural_noun_phrase}.,independently wealthy,1,
characteristics,I hate {plural_noun_phrase}.,laid-off,1,
characteristics,I hate {plural_noun_phrase}.,part-timer,1,
characteristics,I hate {plural_noun_phrase}.,professional,1,
characteristics,I hate {plural_noun_phrase}.,underemployed,1,
characteristics,I hate {plural_noun_phrase}.,white-collar,1,
characteristics,I hate {plural_noun_phrase}.,affianced,1,
characteristics,I hate {plural_noun_phrase}.,available,1,
characteristics,I hate {plural_noun_phrase}.,partnered,1,
characteristics,I hate {plural_noun_phrase}.,unattached,1,
characteristics,I hate {plural_noun_phrase}.,unmarried,1,
characteristics,I hate {plural_noun_phrase}.,addict,1,
characteristics,I hate {plural_noun_phrase}.,pregnant,1,
characteristics,I hate {plural_noun_phrase}.,adopted,1,
characteristics,I hate {plural_noun_phrase}.,homeless,1,
characteristics,I hate {plural_noun_phrase}.,orphan,1,
characteristics,I hate {plural_noun_phrase}.,ambidextrous,1,
characteristics,I hate {plural_noun_phrase}.,left-handed,1,
characteristics,I hate {plural_noun_phrase}.,right-handed,1,
characteristics,I hate {plural_noun_phrase}.,foreign,1,
characteristics,I hate {plural_noun_phrase}.,immigrant,1,
characteristics,I hate {plural_noun_phrase}.,native,1,
characteristics,I hate {plural_noun_phrase}.,refugee,1,
characteristics,I hate {plural_noun_phrase}.,undocumented,1,
characteristics,I hate {plural_noun_phrase}.,employed,1,
characteristics,I hate {plural_noun_phrase}.,unemployed,1,
characteristics,I hate {plural_noun_phrase}.,engaged,1,
characteristics,I hate {plural_noun_phrase}.,married,1,
characteristics,I hate {plural_noun_phrase}.,separated,1,
characteristics,I hate {plural_noun_phrase}.,single,1,
characteristics,I hate {plural_noun_phrase}.,widowed,1,
characteristics,I hate {plural_noun_phrase}.,athletic,1,
characteristics,I hate {plural_noun_phrase}.,unathletic,1,
cultural,I'm {noun_phrase}.,NIMBY,6,
cultural,I'm {noun_phrase}.,bougie,13,
cultural,I'm {noun_phrase}.,hillbilly,13,
cultural,I'm {noun_phrase}.,hippie,14,
cultural,I'm {noun_phrase}.,yuppie,14,
cultural,I'm {noun_phrase}.,Greatest Generation,15,
cultural,I'm {noun_phrase}.,Zoomer,14,
cultural,I'm {noun_phrase}.,cosmopolitan,10,
cultural,I'm {noun_phrase}.,goth,7,
cultural,I'm {noun_phrase}.,hippy,6,
cultural,I'm {noun_phrase}.,incel,11,
cultural,I'm {noun_phrase}.,redneck,9,
cultural,I'm {noun_phrase}.,blue-collar,8,
cultural,I'm {noun_phrase}.,country,9,
cultural,I'm {noun_phrase}.,privileged,10,
cultural,I'm {noun_phrase}.,rural,10,
cultural,I'm {noun_phrase}.,white-collar,10,
cultural,I'm {noun_phrase}.,Baby Boomer,6,
cultural,I'm {noun_phrase}.,Gen-Z,10,
cultural,I'm {noun_phrase}.,hipster,9,
cultural,I'm {noun_phrase}.,underprivileged,10,
cultural,I'm {noun_phrase}.,Gen-X,7,
cultural,I'm {noun_phrase}.,Millennial,8,
cultural,I'm {noun_phrase}.,Boomer,5,
cultural,I'm proud to be {noun_phrase}.,NIMBY,4,
cultural,I'm proud to be {noun_phrase}.,cosmopolitan,14,
cultural,I'm proud to be {noun_phrase}.,incel,14,
cultural,I'm proud to be {noun_phrase}.,privileged,14,
cultural,I'm proud to be {noun_phrase}.,rural,11,
cultural,I'm proud to be {noun_phrase}.,bougie,3,
cultural,I'm proud to be {noun_phrase}.,hillbilly,3,
cultural,I'm proud to be {noun_phrase}.,hippie,4,
cultural,I'm proud to be {noun_phrase}.,hipster,4,
cultural,I'm proud to be {noun_phrase}.,redneck,4,
cultural,I'm proud to be {noun_phrase}.,yuppie,4,
cultural,I'm proud to be {noun_phrase}.,blue-collar,4,
cultural,I'm proud to be {noun_phrase}.,country,6,
cultural,I'm proud to be {noun_phrase}.,white-collar,3,
cultural,I'm proud to be {noun_phrase}.,Gen-X,4,
cultural,I'm proud to be {noun_phrase}.,Greatest Generation,5,
cultural,I'm proud to be {noun_phrase}.,Millennial,4,
cultural,I'm proud to be {noun_phrase}.,Zoomer,4,
cultural,I'm proud to be {noun_phrase}.,goth,1,
cultural,I'm proud to be {noun_phrase}.,Gen-Z,2,
cultural,I love {plural_noun_phrase}.,NIMBY,16,
cultural,I love {plural_noun_phrase}.,goth,6,
cultural,I love {plural_noun_phrase}.,hillbilly,8,
cultural,I love {plural_noun_phrase}.,hippie,6,
cultural,I love {plural_noun_phrase}.,hippy,10,
cultural,I love {plural_noun_phrase}.,hipster,5,
cultural,I love {plural_noun_phrase}.,blue-collar,3,
cultural,I love {plural_noun_phrase}.,rural,5,
cultural,I love {plural_noun_phrase}.,underprivileged,5,
cultural,I love {plural_noun_phrase}.,white-collar,5,
cultural,I love {plural_noun_phrase}.,Baby Boomer,3,
cultural,I love {plural_noun_phrase}.,Boomer,6,
cultural,I love {plural_noun_phrase}.,Gen-X,10,
cultural,I love {plural_noun_phrase}.,Gen-Z,10,
cultural,I love {plural_noun_phrase}.,Greatest Generation,8,
cultural,I love {plural_noun_phrase}.,Millennial,9,
cultural,I love {plural_noun_phrase}.,Zoomer,4,
cultural,I love {plural_noun_phrase}.,bougie,7,
cultural,I love {plural_noun_phrase}.,redneck,21,
cultural,I love {plural_noun_phrase}.,cosmopolitan,14,
cultural,I love {plural_noun_phrase}.,yuppie,13,
cultural,I love {plural_noun_phrase}.,country,9,
cultural,I love {plural_noun_phrase}.,privileged,12,
cultural,I love {plural_noun_phrase}.,incel,7,
gender_and_sex,I'm {noun_phrase}.,gender-conforming,10,
gender_and_sex,I'm {noun_phrase}.,cisgender,12,
gender_and_sex,I'm {noun_phrase}.,AMAB,13,
gender_and_sex,I'm {noun_phrase}.,effeminate,11,
gender_and_sex,I'm {noun_phrase}.,femme,40,
gender_and_sex,I'm {noun_phrase}.,womanly,10,
gender_and_sex,I'm {noun_phrase}.,two-spirit,43,
gender_and_sex,I'm {noun_phrase}.,trans,10,
gender_and_sex,I'm {noun_phrase}.,trans femme,10,
gender_and_sex,I'm {noun_phrase}.,trans masc,10,
gender_and_sex,I'm {noun_phrase}.,male,15,
gender_and_sex,I'm {noun_phrase}.,cis,3,
gender_and_sex,I'm {noun_phrase}.,feminine,35,
gender_and_sex,I'm {noun_phrase}.,AFAB,25,
gender_and_sex,I'm {noun_phrase}.,butch,13,
gender_and_sex,I'm {noun_phrase}.,bigender,23,
gender_and_sex,I'm {noun_phrase}.,hermaphrodite,21,
gender_and_sex,I'm {noun_phrase}.,transsexual,6,
gender_and_sex,I'm {noun_phrase}.,M2F,10,
gender_and_sex,I'm {noun_phrase}.,MTF,6,
gender_and_sex,I'm {noun_phrase}.,trans feminine,13,
gender_and_sex,I'm {noun_phrase}.,androgynous,4,
gender_and_sex,I'm {noun_phrase}.,agender,5,
gender_and_sex,I'm {noun_phrase}.,androgyne,6,
gender_and_sex,I'm {noun_phrase}.,enby,4,
gender_and_sex,I'm {noun_phrase}.,gender neutral,6,
gender_and_sex,I'm {noun_phrase}.,gender non-conforming,8,
gender_and_sex,I'm {noun_phrase}.,genderfluid,5,
gender_and_sex,I'm {noun_phrase}.,genderless,6,
gender_and_sex,I'm {noun_phrase}.,genderqueer,8,
gender_and_sex,I'm {noun_phrase}.,neutrois,6,
gender_and_sex,I'm {noun_phrase}.,endosex,6,
gender_and_sex,I'm {noun_phrase}.,FTM,6,
gender_and_sex,I'm {noun_phrase}.,trans female,6,
gender_and_sex,I'm {noun_phrase}.,trans masculine,6,
