axis,template,descriptor,difference_count,Unnamed: 4
socioeconomic_class,I love {plural_noun_phrase}.,wealthy,9,
socioeconomic_class,I love {plural_noun_phrase}.,high-school-dropout,7,
socioeconomic_class,I love {plural_noun_phrase}.,upper-class,160,
socioeconomic_class,I love {plural_noun_phrase}.,college-graduate,2,
socioeconomic_class,I love {plural_noun_phrase}.,financially well-off,2,
socioeconomic_class,I love {plural_noun_phrase}.,high-net-worth,4,
socioeconomic_class,I love {plural_noun_phrase}.,one-percenter,1,
socioeconomic_class,I love {plural_noun_phrase}.,working-class,6,
socioeconomic_class,I love {plural_noun_phrase}.,trailer trash,6,
socioeconomic_class,I love {plural_noun_phrase}.,moneyed,2,
socioeconomic_class,I love {plural_noun_phrase}.,low-income,1,
